"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"08/09/2022 00:05:00","CAPITL",61757,104.64,8.47,0.00
"08/09/2022 00:05:00","CENTRL",61754,98.20,2.02,0.00
"08/09/2022 00:05:00","DUNWOD",61760,106.94,10.77,0.00
"08/09/2022 00:05:00","GENESE",61753,97.91,1.73,0.00
"08/09/2022 00:05:00","H Q",61844,93.00,-3.17,0.00
"08/09/2022 00:05:00","HUD VL",61758,105.12,8.95,0.00
"08/09/2022 00:05:00","LONGIL",61762,109.08,12.89,-0.01
"08/09/2022 00:05:00","MHK VL",61756,100.03,3.85,0.00
"08/09/2022 00:05:00","MILLWD",61759,106.18,10.00,0.00
"08/09/2022 00:05:00","N.Y.C.",61761,107.71,11.54,0.00
"08/09/2022 00:05:00","NORTH",61755,92.81,-3.37,0.00
"08/09/2022 00:05:00","NPX",61845,102.91,6.73,0.00
"08/09/2022 00:05:00","O H",61846,94.35,-1.83,0.00
"08/09/2022 00:05:00","PJM",61847,100.89,4.71,0.00
"08/09/2022 00:05:00","WEST",61752,96.76,0.58,0.00
"08/09/2022 00:10:00","CAPITL",61757,134.79,8.29,-30.15
"08/09/2022 00:10:00","CENTRL",61754,98.27,1.93,0.00
"08/09/2022 00:10:00","DUNWOD",61760,106.75,10.41,0.00
"08/09/2022 00:10:00","GENESE",61753,98.37,2.03,0.00
"08/09/2022 00:10:00","H Q",61844,93.17,-3.18,0.00
"08/09/2022 00:10:00","HUD VL",61758,105.02,8.67,0.00
"08/09/2022 00:10:00","LONGIL",61762,109.06,12.72,0.00
"08/09/2022 00:10:00","MHK VL",61756,99.81,3.46,0.00
"08/09/2022 00:10:00","MILLWD",61759,106.18,9.83,0.00
"08/09/2022 00:10:00","N.Y.C.",61761,107.71,11.36,0.00
"08/09/2022 00:10:00","NORTH",61755,92.97,-3.37,0.00
"08/09/2022 00:10:00","NPX",61845,135.84,6.74,-32.76
"08/09/2022 00:10:00","O H",61846,95.19,-1.15,0.00
"08/09/2022 00:10:00","PJM",61847,101.07,4.72,0.00
"08/09/2022 00:10:00","WEST",61752,97.51,1.16,0.00
"08/09/2022 00:15:00","CAPITL",61757,104.56,8.10,0.00
"08/09/2022 00:15:00","CENTRL",61754,98.57,2.12,0.00
"08/09/2022 00:15:00","DUNWOD",61760,106.67,10.22,0.00
"08/09/2022 00:15:00","GENESE",61753,98.77,2.31,0.00
"08/09/2022 00:15:00","H Q",61844,93.36,-3.09,0.00
"08/09/2022 00:15:00","HUD VL",61758,104.94,8.49,0.00
"08/09/2022 00:15:00","LONGIL",61762,108.90,12.45,0.00
"08/09/2022 00:15:00","MHK VL",61756,100.03,3.57,0.00
"08/09/2022 00:15:00","MILLWD",61759,106.10,9.64,0.00
"08/09/2022 00:15:00","N.Y.C.",61761,107.64,11.18,-0.01
"08/09/2022 00:15:00","NORTH",61755,93.08,-3.38,0.00
"08/09/2022 00:15:00","NPX",61845,102.92,6.46,0.00
"08/09/2022 00:15:00","O H",61846,95.68,-0.78,0.00
"08/09/2022 00:15:00","PJM",61847,101.28,4.82,0.00
"08/09/2022 00:15:00","WEST",61752,98.09,1.64,0.00
"08/09/2022 00:20:00","CAPITL",61757,104.46,8.00,0.00
"08/09/2022 00:20:00","CENTRL",61754,98.58,2.12,0.00
"08/09/2022 00:20:00","DUNWOD",61760,106.68,10.22,0.00
"08/09/2022 00:20:00","GENESE",61753,98.68,2.22,0.00
"08/09/2022 00:20:00","H Q",61844,93.47,-2.99,0.00
"08/09/2022 00:20:00","HUD VL",61758,104.85,8.39,0.00
"08/09/2022 00:20:00","LONGIL",61762,109.09,12.63,0.00
