"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"08/02/2022 00:05:00","CAPITL",61757,57.53,4.56,0.00
"08/02/2022 00:05:00","CENTRL",61754,54.46,1.48,0.00
"08/02/2022 00:05:00","DUNWOD",61760,58.06,5.09,0.00
"08/02/2022 00:05:00","GENESE",61753,54.41,1.43,0.00
"08/02/2022 00:05:00","H Q",61844,51.23,-1.75,0.00
"08/02/2022 00:05:00","HUD VL",61758,57.37,4.39,0.00
"08/02/2022 00:05:00","LONGIL",61762,58.49,5.51,0.00
"08/02/2022 00:05:00","MHK VL",61756,54.99,2.01,0.00
"08/02/2022 00:05:00","MILLWD",61759,57.80,4.82,0.00
"08/02/2022 00:05:00","N.Y.C.",61761,58.49,5.51,0.00
"08/02/2022 00:05:00","NORTH",61755,50.91,-2.07,0.00
"08/02/2022 00:05:00","NPX",61845,56.47,3.50,0.00
"08/02/2022 00:05:00","O H",61846,52.55,-0.43,0.00
"08/02/2022 00:05:00","PJM",61847,55.78,2.81,0.00
"08/02/2022 00:05:00","WEST",61752,53.66,0.69,0.00
"08/02/2022 00:10:00","CAPITL",61757,57.54,4.36,0.00
"08/02/2022 00:10:00","CENTRL",61754,54.78,1.59,0.00
"08/02/2022 00:10:00","DUNWOD",61760,58.07,4.89,0.00
"08/02/2022 00:10:00","GENESE",61753,54.73,1.54,0.00
"08/02/2022 00:10:00","H Q",61844,51.37,-1.81,0.00
"08/02/2022 00:10:00","HUD VL",61758,57.38,4.20,0.00
"08/02/2022 00:10:00","LONGIL",61762,58.55,5.37,0.00
"08/02/2022 00:10:00","MHK VL",61756,55.04,1.86,0.00
"08/02/2022 00:10:00","MILLWD",61759,57.86,4.68,0.00
"08/02/2022 00:10:00","N.Y.C.",61761,58.55,5.37,0.00
"08/02/2022 00:10:00","NORTH",61755,50.95,-2.23,0.00
"08/02/2022 00:10:00","NPX",61845,56.54,3.35,0.00
"08/02/2022 00:10:00","O H",61846,52.92,-0.26,0.00
"08/02/2022 00:10:00","PJM",61847,56.21,3.03,0.00
"08/02/2022 00:10:00","WEST",61752,54.09,0.90,0.00
"08/02/2022 00:15:00","CAPITL",61757,57.83,4.43,0.00
"08/02/2022 00:15:00","CENTRL",61754,54.63,1.23,0.00
"08/02/2022 00:15:00","DUNWOD",61760,58.21,4.81,0.00
"08/02/2022 00:15:00","GENESE",61753,54.63,1.23,0.00
"08/02/2022 00:15:00","H Q",61844,51.75,-1.66,0.00
"08/02/2022 00:15:00","HUD VL",61758,57.51,4.11,0.00
"08/02/2022 00:15:00","LONGIL",61762,58.64,5.24,0.00
"08/02/2022 00:15:00","MHK VL",61756,55.16,1.76,0.00
"08/02/2022 00:15:00","MILLWD",61759,57.99,4.59,0.00
"08/02/2022 00:15:00","N.Y.C.",61761,58.69,5.29,0.00
"08/02/2022 00:15:00","NORTH",61755,51.37,-2.03,0.00
"08/02/2022 00:15:00","NPX",61845,56.77,3.37,0.00
"08/02/2022 00:15:00","O H",61846,52.65,-0.75,0.00
"08/02/2022 00:15:00","PJM",61847,56.02,2.62,0.00
"08/02/2022 00:15:00","WEST",61752,53.72,0.32,0.00
"08/02/2022 00:20:00","CAPITL",61757,57.63,4.41,0.00
"08/02/2022 00:20:00","CENTRL",61754,54.44,1.22,0.00
"08/02/2022 00:20:00","DUNWOD",61760,57.95,4.73,0.00
"08/02/2022 00:20:00","GENESE",61753,54.39,1.17,0.00
"08/02/2022 00:20:00","H Q",61844,51.57,-1.65,0.00
"08/02/2022 00:20:00","HUD VL",61758,57.32,4.10,0.00
"08/02/2022 00:20:00","LONGIL",61762,58.38,5.16,0.00
"08/02/2022 00:20:00","MHK VL",61756,54.97,1.75,0.00
"08/02/2022 00:20:00","MILLWD",61759,57.74,4.52,0.00
"08/02/2022 00:20:00","N.Y.C.",61761,58.44,5.22,0.00
"08/02/2022 00:20:00","NORTH",61755,51.19,-2.02,0.00
"08/02/2022 00:20:00","NPX",61845,56.57,3.35,0.00
"08/02/2022 00:20:00","O H",61846,52.31,-0.90,0.00
"08/02/2022 00:20:00","PJM",61847,55.72,2.50,0.00
"08/02/2022 00:20:00","WEST",61752,53.43,0.21,0.00
"08/02/2022 00:25:00","CAPITL",61757,57.43,4.45,0.00
"08/02/2022 00:25:00","CENTRL",61754,54.35,1.38,0.00
"08/02/2022 00:25:00","DUNWOD",61760,57.75,4.77,0.00
"08/02/2022 00:25:00","GENESE",61753,54.41,1.43,0.00
"08/02/2022 00:25:00","H Q",61844,51.23,-1.75,0.00
"08/02/2022 00:25:00","HUD VL",61758,57.06,4.08,0.00
"08/02/2022 00:25:00","LONGIL",61762,58.06,5.09,0.00
"08/02/2022 00:25:00","MHK VL",61756,54.78,1.80,0.00
"08/02/2022 00:25:00","MILLWD",61759,57.53,4.56,0.00
"08/02/2022 00:25:00","N.Y.C.",61761,58.22,5.25,0.00
"08/02/2022 00:25:00","NORTH",61755,50.75,-2.22,0.00
"08/02/2022 00:25:00","NPX",61845,56.42,3.44,0.00
"08/02/2022 00:25:00","O H",61846,52.61,-0.37,0.00
"08/02/2022 00:25:00","PJM",61847,55.68,2.70,0.00
"08/02/2022 00:25:00","WEST",61752,53.72,0.74,0.00
"08/02/2022 00:30:00","CAPITL",61757,57.59,4.46,0.00
"08/02/2022 00:30:00","CENTRL",61754,54.46,1.33,0.00
"08/02/2022 00:30:00","DUNWOD",61760,57.81,4.68,0.00
"08/02/2022 00:30:00","GENESE",61753,54.61,1.49,0.00
"08/02/2022 00:30:00","H Q",61844,51.38,-1.75,0.00
"08/02/2022 00:30:00","HUD VL",61758,57.16,4.04,0.00
"08/02/2022 00:30:00","LONGIL",61762,58.07,4.94,0.00
"08/02/2022 00:30:00","MHK VL",61756,54.94,1.81,0.00
"08/02/2022 00:30:00","MILLWD",61759,57.59,4.46,0.00
"08/02/2022 00:30:00","N.Y.C.",61761,58.23,5.10,0.00
"08/02/2022 00:30:00","NORTH",61755,51.00,-2.13,0.00
"08/02/2022 00:30:00","NPX",61845,56.53,3.40,0.00
"08/02/2022 00:30:00","O H",61846,52.92,-0.21,0.00
"08/02/2022 00:30:00","PJM",61847,55.73,2.60,0.00
"08/02/2022 00:30:00","WEST",61752,53.98,0.85,0.00
"08/02/2022 00:35:00","CAPITL",61757,66.61,4.35,-11.62
"08/02/2022 00:35:00","CENTRL",61754,51.95,1.01,-0.31
"08/02/2022 00:35:00","DUNWOD",61760,57.49,4.46,-2.40
"08/02/2022 00:35:00","GENESE",61753,51.84,1.21,0.00
"08/02/2022 00:35:00","H Q",61844,49.01,-1.62,0.00
"08/02/2022 00:35:00","HUD VL",61758,56.89,3.80,-2.47
"08/02/2022 00:35:00","LONGIL",61762,57.69,4.65,-2.40
"08/02/2022 00:35:00","MHK VL",61756,52.30,1.67,0.00
"08/02/2022 00:35:00","MILLWD",61759,57.30,4.25,-2.42
"08/02/2022 00:35:00","N.Y.C.",61761,57.89,4.86,-2.40
"08/02/2022 00:35:00","NORTH",61755,48.20,-1.92,0.51
"08/02/2022 00:35:00","NPX",61845,63.15,3.34,-9.18
"08/02/2022 00:35:00","O H",61846,50.53,-0.46,-0.36
"08/02/2022 00:35:00","PJM",61847,54.38,2.28,-1.48
"08/02/2022 00:35:00","WEST",61752,51.47,0.45,-0.38
"08/02/2022 00:40:00","CAPITL",61757,57.41,4.49,-0.01
"08/02/2022 00:40:00","CENTRL",61754,54.22,1.32,0.00
"08/02/2022 00:40:00","DUNWOD",61760,57.50,4.60,0.00
"08/02/2022 00:40:00","GENESE",61753,54.38,1.48,0.00
"08/02/2022 00:40:00","H Q",61844,51.15,-1.74,0.00
"08/02/2022 00:40:00","HUD VL",61758,56.81,3.91,0.00
"08/02/2022 00:40:00","LONGIL",61762,57.66,4.76,0.00
"08/02/2022 00:40:00","MHK VL",61756,54.70,1.80,0.00
"08/02/2022 00:40:00","MILLWD",61759,57.29,4.39,0.00
"08/02/2022 00:40:00","N.Y.C.",61761,57.93,5.03,0.00
"08/02/2022 00:40:00","NORTH",61755,50.78,-2.12,0.00
"08/02/2022 00:40:00","NPX",61845,56.66,3.49,-0.27
"08/02/2022 00:40:00","O H",61846,52.74,-0.16,0.00
"08/02/2022 00:40:00","PJM",61847,55.49,2.59,0.00
"08/02/2022 00:40:00","WEST",61752,53.80,0.90,0.00
"08/02/2022 00:45:00","CAPITL",61757,57.41,4.49,-0.01
"08/02/2022 00:45:00","CENTRL",61754,54.06,1.16,0.00
"08/02/2022 00:45:00","DUNWOD",61760,57.50,4.60,0.00
"08/02/2022 00:45:00","GENESE",61753,54.33,1.43,0.00
"08/02/2022 00:45:00","H Q",61844,51.20,-1.69,0.00
"08/02/2022 00:45:00","HUD VL",61758,56.81,3.91,0.00
"08/02/2022 00:45:00","LONGIL",61762,57.66,4.76,0.00
"08/02/2022 00:45:00","MHK VL",61756,54.64,1.74,0.00
"08/02/2022 00:45:00","MILLWD",61759,57.29,4.39,0.00
"08/02/2022 00:45:00","N.Y.C.",61761,57.93,5.03,0.00
"08/02/2022 00:45:00","NORTH",61755,50.83,-2.06,0.00
"08/02/2022 00:45:00","NPX",61845,56.66,3.49,-0.27
"08/02/2022 00:45:00","O H",61846,52.69,-0.21,0.00
"08/02/2022 00:45:00","PJM",61847,55.39,2.49,0.00
"08/02/2022 00:45:00","WEST",61752,53.69,0.79,0.00
"08/02/2022 00:50:00","CAPITL",61757,57.32,4.39,0.00
