"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"08/18/2022 00:05:00","CAPITL",61757,76.07,5.90,0.00
"08/18/2022 00:05:00","CENTRL",61754,71.85,1.68,0.00
"08/18/2022 00:05:00","DUNWOD",61760,77.96,7.79,0.00
"08/18/2022 00:05:00","GENESE",61753,71.72,1.54,0.00
"08/18/2022 00:05:00","H Q",61844,68.07,-2.10,0.00
"08/18/2022 00:05:00","HUD VL",61758,76.98,6.80,0.00
"08/18/2022 00:05:00","LONGIL",61762,80.29,10.11,-0.01
"08/18/2022 00:05:00","MHK VL",61756,73.12,2.95,0.00
"08/18/2022 00:05:00","MILLWD",61759,77.54,7.37,0.00
"08/18/2022 00:05:00","N.Y.C.",61761,78.59,8.42,0.00
"08/18/2022 00:05:00","NORTH",61755,68.14,-2.04,0.00
"08/18/2022 00:05:00","NPX",61845,75.44,5.27,0.00
"08/18/2022 00:05:00","O H",61846,70.31,0.14,0.00
"08/18/2022 00:05:00","PJM",61847,74.38,4.21,0.00
"08/18/2022 00:05:00","WEST",61752,71.85,1.68,0.00
"08/18/2022 00:10:00","CAPITL",61757,75.99,5.82,0.00
"08/18/2022 00:10:00","CENTRL",61754,71.99,1.82,0.00
"08/18/2022 00:10:00","DUNWOD",61760,77.75,7.58,0.00
"08/18/2022 00:10:00","GENESE",61753,71.85,1.68,0.00
"08/18/2022 00:10:00","H Q",61844,68.00,-2.18,0.00
"08/18/2022 00:10:00","HUD VL",61758,76.84,6.67,0.00
"08/18/2022 00:10:00","LONGIL",61762,79.79,9.61,0.00
"08/18/2022 00:10:00","MHK VL",61756,73.12,2.95,0.00
"08/18/2022 00:10:00","MILLWD",61759,77.33,7.16,0.00
"08/18/2022 00:10:00","N.Y.C.",61761,78.38,8.21,0.00
"08/18/2022 00:10:00","NORTH",61755,68.00,-2.18,0.00
"08/18/2022 00:10:00","NPX",61845,75.29,5.12,0.00
"08/18/2022 00:10:00","O H",61846,70.53,0.35,0.00
"08/18/2022 00:10:00","PJM",61847,74.38,4.21,0.00
