"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"08/21/2022 00:05:00","CAPITL",61757,70.45,5.76,0.00
"08/21/2022 00:05:00","CENTRL",61754,66.57,1.88,0.00
"08/21/2022 00:05:00","DUNWOD",61760,72.06,7.37,0.00
"08/21/2022 00:05:00","GENESE",61753,66.63,1.94,0.00
"08/21/2022 00:05:00","H Q",61844,62.75,-1.94,0.00
"08/21/2022 00:05:00","HUD VL",61758,71.16,6.47,0.00
"08/21/2022 00:05:00","LONGIL",61762,83.33,9.12,-9.51
"08/21/2022 00:05:00","MHK VL",61756,67.47,2.78,0.00
"08/21/2022 00:05:00","MILLWD",61759,71.68,6.99,0.00
"08/21/2022 00:05:00","N.Y.C.",61761,72.58,7.89,0.00
"08/21/2022 00:05:00","NORTH",61755,62.75,-1.94,0.00
"08/21/2022 00:05:00","NPX",61845,69.29,4.59,0.00
"08/21/2022 00:05:00","O H",61846,65.08,0.39,0.00
"08/21/2022 00:05:00","PJM",61847,68.51,3.82,0.00
"08/21/2022 00:05:00","WEST",61752,66.50,1.81,0.00
"08/21/2022 00:10:00","CAPITL",61757,68.19,5.52,0.00
"08/21/2022 00:10:00","CENTRL",61754,64.42,1.75,0.00
"08/21/2022 00:10:00","DUNWOD",61760,69.81,7.14,0.00
"08/21/2022 00:10:00","GENESE",61753,64.42,1.75,0.00
"08/21/2022 00:10:00","H Q",61844,60.79,-1.88,0.00
"08/21/2022 00:10:00","HUD VL",61758,68.94,6.27,0.00
"08/21/2022 00:10:00","LONGIL",61762,71.45,8.77,0.00
"08/21/2022 00:10:00","MHK VL",61756,65.24,2.57,0.00
"08/21/2022 00:10:00","MILLWD",61759,69.38,6.71,0.00
"08/21/2022 00:10:00","N.Y.C.",61761,70.25,7.58,0.00
"08/21/2022 00:10:00","NORTH",61755,60.73,-1.94,0.00
"08/21/2022 00:10:00","NPX",61845,67.12,4.45,0.00
"08/21/2022 00:10:00","O H",61846,62.92,0.25,0.00
"08/21/2022 00:10:00","PJM",61847,66.24,3.57,0.00
"08/21/2022 00:10:00","WEST",61752,64.30,1.63,0.00
"08/21/2022 00:15:00","CAPITL",61757,70.45,5.76,0.00
"08/21/2022 00:15:00","CENTRL",61754,66.50,1.81,0.00
"08/21/2022 00:15:00","DUNWOD",61760,72.00,7.31,0.00
"08/21/2022 00:15:00","GENESE",61753,66.57,1.88,0.00
"08/21/2022 00:15:00","H Q",61844,62.75,-1.94,0.00
"08/21/2022 00:15:00","HUD VL",61758,71.10,6.41,0.00
"08/21/2022 00:15:00","LONGIL",61762,73.62,8.93,0.00
"08/21/2022 00:15:00","MHK VL",61756,67.47,2.78,0.00
"08/21/2022 00:15:00","MILLWD",61759,71.62,6.93,0.00
"08/21/2022 00:15:00","N.Y.C.",61761,72.45,7.76,0.00
"08/21/2022 00:15:00","NORTH",61755,62.75,-1.94,0.00
"08/21/2022 00:15:00","NPX",61845,69.29,4.59,0.00
"08/21/2022 00:15:00","O H",61846,65.08,0.39,0.00
"08/21/2022 00:15:00","PJM",61847,68.44,3.75,0.00
"08/21/2022 00:15:00","WEST",61752,66.37,1.68,0.00
"08/21/2022 00:20:00","CAPITL",61757,70.64,5.84,0.00
"08/21/2022 00:20:00","CENTRL",61754,66.69,1.88,0.00
"08/21/2022 00:20:00","DUNWOD",61760,72.00,7.19,0.00
"08/21/2022 00:20:00","GENESE",61753,66.62,1.81,0.00
"08/21/2022 00:20:00","H Q",61844,61.79,-1.94,1.07
"08/21/2022 00:20:00","HUD VL",61758,71.16,6.35,0.00
"08/21/2022 00:20:00","LONGIL",61762,73.49,8.69,0.00
"08/21/2022 00:20:00","MHK VL",61756,67.53,2.72,0.00
"08/21/2022 00:20:00","MILLWD",61759,71.61,6.80,0.00
"08/21/2022 00:20:00","N.Y.C.",61761,72.45,7.64,0.00
"08/21/2022 00:20:00","NORTH",61755,62.80,-2.01,0.00
"08/21/2022 00:20:00","NPX",61845,68.46,4.73,1.07
"08/21/2022 00:20:00","O H",61846,65.07,0.26,0.00
"08/21/2022 00:20:00","PJM",61847,67.43,3.69,1.07
"08/21/2022 00:20:00","WEST",61752,66.43,1.62,0.00
"08/21/2022 00:25:00","CAPITL",61757,70.70,5.90,0.00
"08/21/2022 00:25:00","CENTRL",61754,66.69,1.88,0.00
"08/21/2022 00:25:00","DUNWOD",61760,72.00,7.19,0.00
"08/21/2022 00:25:00","GENESE",61753,66.69,1.88,0.00
"08/21/2022 00:25:00","H Q",61844,61.73,-2.01,1.07
"08/21/2022 00:25:00","HUD VL",61758,71.09,6.28,0.00
"08/21/2022 00:25:00","LONGIL",61762,73.55,8.75,0.00
"08/21/2022 00:25:00","MHK VL",61756,67.53,2.72,0.00
"08/21/2022 00:25:00","MILLWD",61759,71.61,6.80,0.00
"08/21/2022 00:25:00","N.Y.C.",61761,72.52,7.71,0.00
"08/21/2022 00:25:00","NORTH",61755,62.80,-2.01,0.00
"08/21/2022 00:25:00","NPX",61845,68.40,4.67,1.07
"08/21/2022 00:25:00","O H",61846,65.20,0.39,0.00
"08/21/2022 00:25:00","PJM",61847,67.49,3.76,1.07
"08/21/2022 00:25:00","WEST",61752,66.56,1.75,0.00
"08/21/2022 00:30:00","CAPITL",61757,71.49,5.96,0.00
"08/21/2022 00:30:00","CENTRL",61754,67.43,1.90,0.00
"08/21/2022 00:30:00","DUNWOD",61760,72.81,7.27,0.00
"08/21/2022 00:30:00","GENESE",61753,67.30,1.77,0.00
"08/21/2022 00:30:00","H Q",61844,62.50,-1.96,1.07
"08/21/2022 00:30:00","HUD VL",61758,71.89,6.35,0.00
"08/21/2022 00:30:00","LONGIL",61762,74.32,8.78,0.00
"08/21/2022 00:30:00","MHK VL",61756,68.28,2.75,0.00
